,CustomerID,MonetaryValue,Frequncy,LastInvoiceDate,Recency,Cluster,ClusterLabel,MonetaryValue Per 100 Pounds 
420,12882.0,1463.04,2,2011-11-06 11:22:00,33,3,Upsell Potential,14.6304
421,12883.0,703.47,4,2011-09-11 15:18:00,88,3,Upsell Potential,7.0347
422,12884.0,309.05,1,2011-09-12 13:10:00,87,1,Minimal Effort Group,3.0905
423,12885.0,1175.22,3,2011-08-08 11:45:00,123,3,Upsell Potential,11.7522
424,12886.0,1378.4,2,2011-05-04 11:21:00,219,3,Upsell Potential,13.784
425,12888.0,354.12,2,2011-05-09 16:02:00,213,0,Win-Back Campaign,3.5412
426,12890.0,380.46999999999997,1,2011-11-15 17:26:00,23,1,Minimal Effort Group,3.8046999999999995
427,12891.0,331.0,3,2011-06-07 12:31:00,184,3,Upsell Potential,3.31
428,12893.0,188.14,1,2011-11-09 12:34:00,29,1,Minimal Effort Group,1.8814
429,12895.0,372.8,2,2011-09-14 08:35:00,86,1,Minimal Effort Group,3.728
430,12897.0,216.5,2,2011-05-19 12:13:00,204,0,Win-Back Campaign,2.165
432,12902.0,138.68,1,2011-03-20 12:06:00,264,0,Win-Back Campaign,1.3868
433,12904.0,509.58,2,2011-06-20 13:18:00,171,3,Upsell Potential,5.0958
435,12908.0,750.0,2,2011-06-16 15:39:00,175,3,Upsell Potential,7.5
436,12909.0,2178.67,5,2011-09-13 12:22:00,86,2,Loyal VIPs,21.7867
438,12912.0,1662.3,5,2011-12-07 08:55:00,2,2,Loyal VIPs,16.623
440,12915.0,363.65,2,2011-07-14 11:34:00,148,1,Minimal Effort Group,3.6365
442,12917.0,594.0,1,2011-08-03 16:42:00,127,1,Minimal Effort Group,5.94
443,12919.0,1335.19,6,2011-08-15 11:39:00,116,2,Loyal VIPs,13.3519
444,12920.0,164.23,1,2011-11-22 15:05:00,16,1,Minimal Effort Group,1.6422999999999999
446,12922.0,405.38,1,2011-07-01 15:35:00,160,1,Minimal Effort Group,4.0538
447,12923.0,175.72,1,2011-10-06 16:20:00,63,1,Minimal Effort Group,1.7572
448,12924.0,925.75,4,2011-09-12 13:55:00,87,3,Upsell Potential,9.2575
449,12925.0,694.05,2,2011-09-26 11:05:00,74,1,Minimal Effort Group,6.940499999999999
450,12928.0,2062.7000000000003,5,2011-07-15 08:09:00,147,2,Loyal VIPs,20.627000000000002
451,12929.0,117.85,1,2011-02-01 12:08:00,311,0,Win-Back Campaign,1.1784999999999999
452,12930.0,415.8,2,2011-09-22 15:18:00,77,1,Minimal Effort Group,4.158
454,12933.0,607.53,3,2011-06-21 16:13:00,170,3,Upsell Potential,6.0752999999999995
455,12935.0,2160.7,7,2011-08-22 12:22:00,108,2,Loyal VIPs,21.607
456,12936.0,1063.9,4,2011-09-22 13:51:00,77,3,Upsell Potential,10.639000000000001
457,12937.0,1504.27,4,2011-09-29 14:38:00,70,2,Loyal VIPs,15.0427
458,12938.0,114.14,1,2011-11-14 11:21:00,25,1,Minimal Effort Group,1.1414
460,12940.0,913.54,2,2011-09-13 10:16:00,87,3,Upsell Potential,9.135399999999999
461,12942.0,683.9,3,2011-07-31 14:39:00,130,3,Upsell Potential,6.8389999999999995
462,12944.0,604.51,2,2010-12-20 10:41:00,354,0,Win-Back Campaign,6.0451
463,12945.0,462.95,1,2011-02-24 14:15:00,287,0,Win-Back Campaign,4.6295
464,12947.0,1603.99,6,2011-07-19 10:06:00,143,2,Loyal VIPs,16.0399
465,12948.0,2064.95,7,2011-08-26 14:45:00,104,2,Loyal VIPs,20.6495
467,12950.0,1843.0,3,2011-12-07 13:17:00,1,2,Loyal VIPs,18.43
468,12951.0,1064.07,6,2011-06-19 10:35:00,173,2,Loyal VIPs,10.640699999999999
469,12952.0,1387.79,4,2011-09-22 16:37:00,77,2,Loyal VIPs,13.8779
470,12953.0,329.85,1,2011-11-30 09:24:00,9,1,Minimal Effort Group,3.2985
472,12956.0,108.07,1,2011-02-06 16:08:00,305,0,Win-Back Campaign,1.0807
474,12962.0,266.39,2,2011-08-18 13:38:00,112,1,Minimal Effort Group,2.6639
476,12965.0,771.91,1,2011-09-11 15:31:00,88,1,Minimal Effort Group,7.7191
477,12966.0,160.18,1,2011-11-30 12:38:00,8,1,Minimal Effort Group,1.6018000000000001
478,12967.0,1660.9,2,2010-12-03 09:49:00,371,0,Win-Back Campaign,16.609
479,12968.0,135.95,1,2011-08-19 15:44:00,111,1,Minimal Effort Group,1.3595
480,12970.0,452.24,4,2011-12-02 14:30:00,6,3,Upsell Potential,4.5224
482,12974.0,144.8,1,2011-05-26 09:33:00,197,0,Win-Back Campaign,1.4480000000000002
483,12976.0,738.6,1,2011-05-12 09:55:00,211,0,Win-Back Campaign,7.386
484,12977.0,39.239999999999995,1,2011-07-06 16:40:00,155,1,Minimal Effort Group,0.39239999999999997
486,12981.0,372.21999999999997,2,2011-07-29 14:14:00,132,1,Minimal Effort Group,3.7221999999999995
487,12982.0,390.54,1,2011-04-11 11:51:00,242,0,Win-Back Campaign,3.9054
488,12984.0,97.5,1,2011-11-21 12:37:00,17,1,Minimal Effort Group,0.975
489,12985.0,1239.38,2,2011-12-09 10:46:00,0,3,Upsell Potential,12.3938
490,12987.0,558.7,2,2011-09-27 12:03:00,73,1,Minimal Effort Group,5.587000000000001
491,12988.0,535.32,1,2011-02-20 14:31:00,291,0,Win-Back Campaign,5.3532
493,12990.0,409.5,3,2011-06-07 14:27:00,184,3,Upsell Potential,4.095
494,12991.0,503.76,2,2011-08-19 14:39:00,111,1,Minimal Effort Group,5.0376
495,12993.0,414.76,4,2011-08-11 12:01:00,120,3,Upsell Potential,4.1476
496,12994.0,974.4200000000001,3,2011-08-11 17:02:00,119,3,Upsell Potential,9.744200000000001
497,12995.0,211.32,1,2011-09-15 15:44:00,84,1,Minimal Effort Group,2.1132
498,12997.0,1226.89,4,2011-09-12 08:24:00,88,2,Loyal VIPs,12.2689
499,12999.0,455.88,3,2011-05-27 13:24:00,195,3,Upsell Potential,4.5588
500,13000.0,534.85,3,2011-08-25 10:43:00,106,3,Upsell Potential,5.3485000000000005
502,13002.0,120.94999999999999,1,2011-01-25 15:18:00,317,0,Win-Back Campaign,1.2094999999999998
503,13003.0,149.05,3,2011-08-26 10:50:00,105,1,Minimal Effort Group,1.4905000000000002
505,13005.0,513.7,2,2011-06-19 10:53:00,173,3,Upsell Potential,5.1370000000000005
506,13006.0,81.57,1,2011-10-14 13:49:00,55,1,Minimal Effort Group,0.8157
507,13008.0,229.46999999999997,1,2011-01-20 14:24:00,322,0,Win-Back Campaign,2.2946999999999997
508,13011.0,50.550000000000004,1,2010-12-02 17:22:00,371,0,Win-Back Campaign,0.5055000000000001
513,13016.0,789.89,3,2011-09-27 14:08:00,72,3,Upsell Potential,7.8989
514,13017.0,204.0,1,2011-12-02 15:53:00,6,1,Minimal Effort Group,2.04
517,13023.0,599.9,2,2011-08-02 09:34:00,129,3,Upsell Potential,5.999
518,13026.0,975.36,5,2011-09-08 10:01:00,92,2,Loyal VIPs,9.7536
520,13028.0,661.3199999999999,2,2011-11-17 11:10:00,22,1,Minimal Effort Group,6.613199999999999
521,13029.0,1247.5,3,2011-07-24 11:37:00,138,3,Upsell Potential,12.475
522,13030.0,799.48,2,2010-12-06 14:31:00,367,0,Win-Back Campaign,7.994800000000001
523,13032.0,1010.18,2,2011-09-13 16:40:00,86,3,Upsell Potential,10.101799999999999
524,13033.0,190.55,1,2010-12-17 14:23:00,356,0,Win-Back Campaign,1.9055000000000002
525,13034.0,642.77,2,2010-12-05 14:52:00,368,0,Win-Back Campaign,6.4277
526,13035.0,921.88,2,2011-09-27 08:57:00,73,3,Upsell Potential,9.2188
527,13037.0,881.07,3,2011-07-24 15:46:00,137,3,Upsell Potential,8.8107
528,13038.0,908.46,3,2011-09-20 14:37:00,79,3,Upsell Potential,9.0846
529,13040.0,676.99,2,2011-12-01 10:38:00,8,1,Minimal Effort Group,6.7699
530,13043.0,516.42,1,2011-03-11 14:52:00,272,0,Win-Back Campaign,5.164199999999999
531,13044.0,560.47,1,2011-02-21 15:20:00,290,0,Win-Back Campaign,5.6047
532,13045.0,305.28000000000003,1,2011-09-01 15:04:00,98,1,Minimal Effort Group,3.0528000000000004
533,13046.0,629.31,2,2011-03-18 15:43:00,265,0,Win-Back Campaign,6.293099999999999
535,13048.0,1835.91,4,2011-08-18 11:23:00,113,2,Loyal VIPs,18.3591
536,13049.0,656.6800000000001,2,2011-10-06 15:31:00,63,1,Minimal Effort Group,6.566800000000001
538,13052.0,348.15000000000003,1,2011-05-11 14:12:00,211,0,Win-Back Campaign,3.4815000000000005
539,13055.0,1214.41,3,2011-09-22 14:26:00,77,3,Upsell Potential,12.144100000000002
540,13058.0,271.40000000000003,3,2011-07-11 12:01:00,151,3,Upsell Potential,2.7140000000000004
541,13059.0,183.4,1,2011-04-04 10:40:00,249,0,Win-Back Campaign,1.834
542,13060.0,307.53,1,2011-03-31 11:37:00,253,0,Win-Back Campaign,3.0753
543,13061.0,248.61,1,2011-09-28 16:04:00,71,1,Minimal Effort Group,2.4861
544,13062.0,346.98,1,2011-06-01 15:12:00,190,0,Win-Back Campaign,3.4698
545,13064.0,1119.49,4,2011-09-12 13:56:00,87,3,Upsell Potential,11.1949
546,13065.0,205.86,1,2010-12-01 16:52:00,372,0,Win-Back Campaign,2.0586
547,13066.0,470.8,2,2011-11-07 17:06:00,31,1,Minimal Effort Group,4.708
548,13067.0,115.46000000000001,1,2011-09-18 13:38:00,81,1,Minimal Effort Group,1.1546
549,13068.0,344.0,2,2011-11-29 15:00:00,9,1,Minimal Effort Group,3.44
551,13070.0,228.8,1,2011-05-31 13:45:00,191,0,Win-Back Campaign,2.2880000000000003
552,13072.0,177.15,1,2011-03-18 08:12:00,266,0,Win-Back Campaign,1.7715
553,13075.0,919.61,1,2011-08-02 10:19:00,129,1,Minimal Effort Group,9.1961
554,13077.0,729.27,4,2011-02-22 16:19:00,289,3,Upsell Potential,7.2927
556,13079.0,220.10000000000002,5,2011-09-09 15:25:00,90,3,Upsell Potential,2.201
557,13080.0,58.08,1,2011-06-13 14:59:00,178,0,Win-Back Campaign,0.5808
560,13083.0,303.75,2,2011-09-25 10:46:00,75,1,Minimal Effort Group,3.0375
561,13085.0,416.08000000000004,2,2011-07-05 12:11:00,157,1,Minimal Effort Group,4.1608
564,13091.0,345.82,1,2011-11-11 15:54:00,27,1,Minimal Effort Group,3.4581999999999997
565,13092.0,477.83,5,2011-09-30 11:18:00,70,3,Upsell Potential,4.7783
568,13095.0,74.39999999999999,1,2011-09-30 12:03:00,70,1,Minimal Effort Group,0.7439999999999999
571,13099.0,207.35999999999999,1,2011-09-01 17:40:00,98,1,Minimal Effort Group,2.0736
572,13101.0,101.19,1,2011-04-19 14:37:00,233,0,Win-Back Campaign,1.0119
574,13103.0,243.94,1,2011-10-31 09:38:00,39,1,Minimal Effort Group,2.4394
575,13104.0,1098.48,6,2011-09-15 11:20:00,85,2,Loyal VIPs,10.9848
576,13106.0,76.5,1,2011-07-29 15:12:00,132,1,Minimal Effort Group,0.765
577,13107.0,1531.6200000000001,4,2011-09-15 09:41:00,85,2,Loyal VIPs,15.316200000000002
578,13108.0,350.06,1,2010-12-02 10:35:00,372,0,Win-Back Campaign,3.5006
579,13109.0,786.54,2,2011-07-05 14:56:00,156,3,Upsell Potential,7.865399999999999
580,13110.0,1488.67,7,2011-07-25 16:20:00,136,2,Loyal VIPs,14.886700000000001
583,13116.0,501.14,1,2011-07-24 14:33:00,137,1,Minimal Effort Group,5.0114
585,13118.0,1197.81,5,2011-05-15 13:22:00,207,2,Loyal VIPs,11.9781
586,13120.0,30.599999999999998,1,2011-04-15 10:19:00,238,0,Win-Back Campaign,0.306
587,13121.0,283.73,1,2011-03-15 16:47:00,268,0,Win-Back Campaign,2.8373000000000004
588,13122.0,922.39,2,2011-09-06 15:53:00,93,3,Upsell Potential,9.2239
591,13127.0,259.17,1,2011-09-23 10:26:00,77,1,Minimal Effort Group,2.5917000000000003
592,13130.0,64.0,1,2011-09-06 15:30:00,93,1,Minimal Effort Group,0.64
593,13131.0,1073.3,3,2011-09-29 17:16:00,70,3,Upsell Potential,10.732999999999999
594,13132.0,77.3,1,2011-03-23 12:44:00,260,0,Win-Back Campaign,0.773
595,13133.0,109.8,2,2011-03-11 10:31:00,273,0,Win-Back Campaign,1.0979999999999999
596,13134.0,1793.58,4,2011-09-15 10:35:00,85,2,Loyal VIPs,17.9358
600,13138.0,962.39,6,2011-09-20 15:31:00,79,2,Loyal VIPs,9.623899999999999
602,13140.0,423.72,3,2011-08-23 15:33:00,107,3,Upsell Potential,4.2372000000000005
604,13142.0,307.09,1,2011-11-20 16:07:00,18,1,Minimal Effort Group,3.0709
605,13144.0,110.95,1,2011-01-11 11:15:00,332,0,Win-Back Campaign,1.1095
606,13145.0,618.52,4,2011-09-09 10:10:00,91,3,Upsell Potential,6.1852
607,13146.0,228.91,1,2011-11-13 15:29:00,25,1,Minimal Effort Group,2.2891
608,13147.0,712.8000000000001,4,2011-09-01 12:28:00,98,3,Upsell Potential,7.128000000000001
610,13149.0,1676.06,4,2011-08-25 13:40:00,105,2,Loyal VIPs,16.7606
611,13151.0,1257.8700000000001,1,2011-02-17 12:29:00,294,0,Win-Back Campaign,12.578700000000001
612,13153.0,486.22,1,2011-12-04 12:14:00,5,1,Minimal Effort Group,4.8622000000000005
613,13155.0,971.76,4,2011-09-21 10:27:00,79,3,Upsell Potential,9.7176
614,13157.0,1741.22,4,2011-07-21 14:34:00,140,2,Loyal VIPs,17.4122
615,13158.0,1201.06,4,2011-09-06 11:58:00,94,3,Upsell Potential,12.0106
616,13159.0,1437.85,4,2011-08-25 15:12:00,105,2,Loyal VIPs,14.378499999999999
617,13160.0,91.8,1,2011-11-17 13:07:00,21,1,Minimal Effort Group,0.9179999999999999
618,13161.0,112.75,1,2011-01-30 14:03:00,312,0,Win-Back Campaign,1.1275
619,13162.0,1688.29,4,2011-08-09 15:59:00,121,2,Loyal VIPs,16.8829
620,13165.0,1021.48,2,2010-12-23 14:06:00,350,0,Win-Back Campaign,10.2148
621,13166.0,417.2,1,2011-03-01 15:16:00,282,0,Win-Back Campaign,4.172
622,13167.0,779.33,4,2011-08-01 12:12:00,130,3,Upsell Potential,7.7933
623,13168.0,1319.19,4,2011-05-24 13:56:00,198,2,Loyal VIPs,13.1919
624,13169.0,712.88,2,2011-04-01 14:24:00,251,0,Win-Back Campaign,7.1288
625,13170.0,116.00999999999999,1,2011-11-13 12:19:00,25,1,Minimal Effort Group,1.1601
626,13171.0,468.41,3,2011-02-13 14:16:00,298,0,Win-Back Campaign,4.6841
627,13173.0,353.65,2,2010-12-07 14:30:00,366,0,Win-Back Campaign,3.5364999999999998
629,13176.0,492.84,1,2011-10-24 15:43:00,45,1,Minimal Effort Group,4.9284
630,13177.0,282.45,1,2011-10-06 09:56:00,64,1,Minimal Effort Group,2.8245
632,13182.0,121.18,1,2011-10-25 13:46:00,44,1,Minimal Effort Group,1.2118
635,13185.0,71.4,1,2011-03-17 11:56:00,267,0,Win-Back Campaign,0.7140000000000001
636,13186.0,1575.89,3,2011-09-07 11:46:00,93,2,Loyal VIPs,15.7589
637,13187.0,236.02,1,2011-01-06 18:57:00,336,0,Win-Back Campaign,2.3602000000000003
638,13188.0,114.60000000000001,1,2011-11-28 15:28:00,10,1,Minimal Effort Group,1.1460000000000001
639,13189.0,260.68,2,2011-08-16 13:12:00,114,1,Minimal Effort Group,2.6068000000000002
640,13192.0,911.94,2,2011-09-05 14:13:00,94,3,Upsell Potential,9.1194
641,13193.0,117.88,1,2011-10-09 14:30:00,60,1,Minimal Effort Group,1.1787999999999998
642,13194.0,60.7,1,2011-07-27 09:01:00,135,1,Minimal Effort Group,0.607
643,13196.0,1797.78,4,2011-09-16 12:48:00,83,2,Loyal VIPs,17.9778
646,13200.0,870.09,4,2011-09-26 14:00:00,73,3,Upsell Potential,8.7009
647,13203.0,869.46,4,2011-08-11 10:29:00,120,3,Upsell Potential,8.694600000000001
648,13207.0,250.26000000000002,2,2011-07-12 11:35:00,150,1,Minimal Effort Group,2.5026
649,13208.0,1199.42,5,2011-07-07 14:18:00,154,2,Loyal VIPs,11.994200000000001
651,13210.0,353.48,1,2011-09-07 08:18:00,93,1,Minimal Effort Group,3.5348
652,13211.0,1197.42,3,2011-09-05 17:36:00,94,3,Upsell Potential,11.974200000000002
653,13212.0,788.08,3,2011-11-20 12:40:00,18,3,Upsell Potential,7.880800000000001
654,13213.0,1520.58,5,2011-08-03 13:06:00,127,2,Loyal VIPs,15.2058
655,13216.0,333.74,1,2011-03-17 12:18:00,266,0,Win-Back Campaign,3.3374
656,13217.0,533.98,3,2011-08-09 15:32:00,121,3,Upsell Potential,5.3398
657,13218.0,62.63999999999999,1,2011-08-04 16:59:00,126,1,Minimal Effort Group,0.6264
658,13220.0,819.2900000000001,4,2011-09-22 13:38:00,77,3,Upsell Potential,8.192900000000002
659,13221.0,844.86,2,2011-04-13 16:58:00,239,0,Win-Back Campaign,8.4486
660,13223.0,163.20000000000002,2,2011-05-23 13:03:00,199,0,Win-Back Campaign,1.6320000000000001
661,13224.0,2152.95,2,2011-07-11 14:10:00,150,2,Loyal VIPs,21.5295
663,13226.0,108.21000000000001,1,2011-03-11 14:35:00,272,0,Win-Back Campaign,1.0821
664,13227.0,257.7,1,2011-05-22 11:47:00,201,0,Win-Back Campaign,2.577
665,13228.0,358.0,1,2011-09-19 14:28:00,80,1,Minimal Effort Group,3.58
666,13229.0,160.95,1,2011-04-28 12:07:00,225,0,Win-Back Campaign,1.6095
668,13232.0,1357.0,7,2011-09-02 13:18:00,97,2,Loyal VIPs,13.57
669,13233.0,605.12,2,2011-09-26 13:25:00,73,1,Minimal Effort Group,6.0512
670,13235.0,1031.07,1,2011-05-11 17:13:00,211,0,Win-Back Campaign,10.310699999999999
671,13236.0,744.85,2,2011-08-25 08:58:00,106,3,Upsell Potential,7.4485
672,13238.0,700.73,4,2011-06-29 12:12:00,163,3,Upsell Potential,7.0073
673,13239.0,329.56,1,2011-03-23 10:25:00,261,0,Win-Back Campaign,3.2956
674,13240.0,648.7,4,2011-09-04 14:08:00,95,3,Upsell Potential,6.487
675,13242.0,270.40000000000003,3,2011-08-19 12:53:00,111,3,Upsell Potential,2.704
676,13243.0,600.07,1,2011-05-20 13:14:00,202,0,Win-Back Campaign,6.0007
677,13244.0,121.74000000000001,1,2011-09-08 11:46:00,92,1,Minimal Effort Group,1.2174
678,13245.0,430.5,1,2011-10-20 11:40:00,50,1,Minimal Effort Group,4.305
679,13246.0,1987.3,6,2011-06-16 12:51:00,175,2,Loyal VIPs,19.873
680,13247.0,501.12,4,2011-09-18 11:31:00,82,3,Upsell Potential,5.0112
681,13248.0,465.68,2,2011-08-07 12:40:00,123,1,Minimal Effort Group,4.6568000000000005
682,13249.0,711.41,3,2011-09-08 13:26:00,91,3,Upsell Potential,7.1141
683,13253.0,1030.4,2,2011-07-06 10:09:00,156,3,Upsell Potential,10.304
684,13255.0,399.51,2,2010-12-01 11:58:00,373,0,Win-Back Campaign,3.9951
685,13258.0,698.58,3,2011-05-18 13:11:00,204,3,Upsell Potential,6.9858
686,13259.0,292.32,1,2011-10-09 10:48:00,61,1,Minimal Effort Group,2.9232
687,13260.0,557.62,1,2011-10-09 13:21:00,60,1,Minimal Effort Group,5.5762
688,13261.0,944.1,2,2011-03-16 12:22:00,267,0,Win-Back Campaign,9.441
689,13262.0,200.29,1,2011-03-21 15:06:00,262,0,Win-Back Campaign,2.0029
691,13265.0,2107.66,5,2011-09-12 09:36:00,88,2,Loyal VIPs,21.0766
696,13270.0,590.0,1,2010-12-08 14:53:00,365,0,Win-Back Campaign,5.9
697,13271.0,217.38,1,2011-11-02 14:31:00,36,1,Minimal Effort Group,2.1738
698,13272.0,276.56,2,2011-09-11 12:06:00,89,1,Minimal Effort Group,2.7656
699,13273.0,138.98,1,2011-08-18 14:02:00,112,1,Minimal Effort Group,1.3898
700,13276.0,590.9300000000001,2,2011-09-01 10:03:00,99,1,Minimal Effort Group,5.909300000000001
701,13277.0,258.4,4,2011-08-15 14:50:00,115,3,Upsell Potential,2.5839999999999996
702,13278.0,542.73,1,2011-10-30 11:49:00,40,1,Minimal Effort Group,5.4273
703,13279.0,137.75,1,2011-09-22 17:24:00,77,1,Minimal Effort Group,1.3775
704,13280.0,814.86,3,2011-08-09 13:14:00,121,3,Upsell Potential,8.1486
705,13282.0,1132.14,3,2011-06-30 13:17:00,161,3,Upsell Potential,11.3214
706,13283.0,93.66,2,2011-06-07 12:39:00,184,0,Win-Back Campaign,0.9366
707,13284.0,201.19,1,2011-01-13 09:23:00,330,0,Win-Back Campaign,2.0119
709,13291.0,361.11,1,2011-07-07 10:36:00,155,1,Minimal Effort Group,3.6111
710,13292.0,578.9399999999999,2,2011-02-28 15:00:00,283,0,Win-Back Campaign,5.7894
711,13294.0,873.74,2,2011-06-03 08:54:00,189,3,Upsell Potential,8.737400000000001
712,13295.0,201.20000000000002,1,2010-12-15 11:21:00,359,0,Win-Back Campaign,2.012
713,13296.0,87.4,1,2011-07-25 13:46:00,136,1,Minimal Effort Group,0.8740000000000001
714,13297.0,2089.85,4,2011-12-02 09:32:00,7,2,Loyal VIPs,20.8985
715,13298.0,360.0,1,2011-12-08 13:11:00,0,1,Minimal Effort Group,3.6
716,13299.0,142.5,1,2011-03-16 12:55:00,267,0,Win-Back Campaign,1.425
717,13300.0,371.89,1,2011-06-23 13:09:00,168,1,Minimal Effort Group,3.7188999999999997
718,13301.0,600.19,4,2011-08-28 11:25:00,103,3,Upsell Potential,6.001900000000001
719,13302.0,63.75,1,2011-07-07 17:56:00,154,1,Minimal Effort Group,0.6375
720,13304.0,300.42,1,2010-12-23 14:35:00,350,0,Win-Back Campaign,3.0042
722,13307.0,15.0,1,2011-08-11 17:14:00,119,1,Minimal Effort Group,0.15
723,13308.0,1385.51,3,2011-05-20 13:13:00,202,3,Upsell Potential,13.8551
724,13309.0,1456.79,5,2011-09-12 14:15:00,87,2,Loyal VIPs,14.5679
725,13310.0,1132.03,3,2011-05-17 13:26:00,205,3,Upsell Potential,11.3203
726,13311.0,598.57,2,2011-07-12 14:26:00,149,3,Upsell Potential,5.9857000000000005
727,13313.0,1555.32,5,2011-07-21 18:19:00,140,2,Loyal VIPs,15.553199999999999
728,13314.0,775.94,3,2011-09-27 10:20:00,73,3,Upsell Potential,7.7594
730,13317.0,2273.68,6,2011-05-25 10:35:00,198,2,Loyal VIPs,22.7368
731,13318.0,640.76,3,2011-12-08 18:51:00,0,3,Upsell Potential,6.4075999999999995
733,13320.0,1548.7,4,2011-09-22 18:07:00,77,2,Loyal VIPs,15.487
734,13321.0,567.36,2,2011-09-28 15:24:00,71,1,Minimal Effort Group,5.6736
735,13322.0,199.48000000000002,1,2011-11-22 14:21:00,16,1,Minimal Effort Group,1.9948000000000001
736,13323.0,787.85,5,2011-09-16 13:23:00,83,3,Upsell Potential,7.8785
738,13325.0,675.3,1,2011-09-19 10:36:00,81,1,Minimal Effort Group,6.752999999999999
740,13328.0,1308.48,1,2011-01-27 15:22:00,315,0,Win-Back Campaign,13.0848
741,13329.0,789.0,2,2010-12-08 10:11:00,366,0,Win-Back Campaign,7.89
742,13330.0,1140.93,3,2011-09-08 12:27:00,91,3,Upsell Potential,11.4093
743,13332.0,350.9,1,2011-11-25 13:30:00,13,1,Minimal Effort Group,3.509
745,13336.0,795.12,1,2011-09-23 14:05:00,76,1,Minimal Effort Group,7.9512
746,13338.0,437.02,1,2011-07-05 09:06:00,157,1,Minimal Effort Group,4.3702
747,13339.0,860.12,1,2011-05-23 08:31:00,200,0,Win-Back Campaign,8.6012
749,13341.0,775.85,1,2011-03-24 09:50:00,260,0,Win-Back Campaign,7.758500000000001
750,13343.0,303.43,1,2011-06-15 12:24:00,176,0,Win-Back Campaign,3.0343
752,13345.0,339.5,1,2011-02-25 09:01:00,287,0,Win-Back Campaign,3.395
753,13347.0,291.36,1,2011-09-30 13:28:00,69,1,Minimal Effort Group,2.9136
754,13348.0,233.76,1,2011-10-06 17:28:00,63,1,Minimal Effort Group,2.3376
755,13349.0,197.32,1,2011-11-29 08:07:00,10,1,Minimal Effort Group,1.9731999999999998
756,13350.0,879.12,2,2011-09-21 13:33:00,78,3,Upsell Potential,8.7912
757,13351.0,323.94,1,2011-10-04 12:55:00,65,1,Minimal Effort Group,3.2394
758,13352.0,347.97999999999996,1,2011-10-10 13:55:00,59,1,Minimal Effort Group,3.4797999999999996
759,13354.0,743.53,1,2011-09-29 13:17:00,70,1,Minimal Effort Group,7.4353
760,13355.0,674.7,1,2011-08-09 14:48:00,121,1,Minimal Effort Group,6.747000000000001
761,13356.0,768.24,1,2011-09-20 14:33:00,79,1,Minimal Effort Group,7.6824
762,13357.0,609.95,1,2011-03-27 13:56:00,256,0,Win-Back Campaign,6.099500000000001
763,13358.0,389.03,1,2011-03-16 11:52:00,268,0,Win-Back Campaign,3.8903
764,13359.0,389.56,1,2011-10-07 09:30:00,63,1,Minimal Effort Group,3.8956
766,13363.0,892.5,2,2011-11-22 12:40:00,16,1,Minimal Effort Group,8.925
767,13364.0,134.95999999999998,1,2011-09-29 18:13:00,70,1,Minimal Effort Group,1.3495999999999997
768,13365.0,2225.37,2,2011-05-06 12:00:00,217,2,Loyal VIPs,22.2537
769,13366.0,56.160000000000004,1,2011-10-20 13:37:00,49,1,Minimal Effort Group,0.5616
770,13368.0,573.4,2,2011-03-28 09:59:00,256,0,Win-Back Campaign,5.734
771,13369.0,258.28000000000003,1,2010-12-09 11:30:00,365,0,Win-Back Campaign,2.5828
772,13370.0,754.87,1,2010-12-03 10:26:00,371,0,Win-Back Campaign,7.5487
773,13372.0,328.64,1,2011-09-11 12:46:00,88,1,Minimal Effort Group,3.2864
775,13375.0,778.65,1,2011-09-12 10:19:00,88,1,Minimal Effort Group,7.7865
776,13376.0,869.76,3,2011-09-01 16:16:00,98,3,Upsell Potential,8.6976
777,13379.0,572.56,3,2011-07-26 12:26:00,135,3,Upsell Potential,5.725599999999999
779,13382.0,222.99,1,2011-03-04 10:03:00,280,0,Win-Back Campaign,2.2299
781,13385.0,534.57,1,2011-01-14 09:52:00,329,0,Win-Back Campaign,5.345700000000001
782,13388.0,677.1,2,2011-07-31 12:52:00,130,3,Upsell Potential,6.771
